source_case_id,source_language,target_language,source_path,translation_path,source_sha256,translation_sha256,translation_id,status,failed_checks,provider,api_version,model,project_id,location,created_at,input_codepoints,output_codepoints
EN104891,en,de,EN104891.source.en.txt,EN104891.translation.de.txt,9637c9925f729f27d0fb1315447206689e015e7fe171185787605a2c7e382368,5e7ae29ca3c136004bebb7c986599d23afd428130b797f6bcaf3ef0c2168d895,e3c-de-full-246-google-tllm-v1-EN104891-5e7ae29ca3c1,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,605,718
EN105023,en,de,EN105023.source.en.txt,EN105023.translation.de.txt,cef973a2a24dc331b237758fa9bc4b79e8a0aa3310d83b9fcf8a3c1f6ae92fa2,993cef644995cdbc61cab4ef5234a19e72448eceffa847a2a7a5008232f26401,e3c-de-full-246-google-tllm-v1-EN105023-993cef644995,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1080,1346
EN105094,en,de,EN105094.source.en.txt,EN105094.translation.de.txt,0c698f5909f76bce399373778f3f68f64e61f871c2c7bf576548b9762154ca4a,ee8a6973f2d6741ae45ca7b4d444ccb4cd2708c6a04addd74525cb47f458f1fc,e3c-de-full-246-google-tllm-v1-EN105094-ee8a6973f2d6,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,695,784
EN105114,en,de,EN105114.source.en.txt,EN105114.translation.de.txt,977ce11ff1cac43072fa7d126012a698a45cf40003ddd42ec702f649b2f4a9bc,ac8bb6b974893ede7b2072605ad183e98144ac39f6461291464d1e6c534b5c07,e3c-de-full-246-google-tllm-v1-EN105114-ac8bb6b97489,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1691,1926
EN105223,en,de,EN105223.source.en.txt,EN105223.translation.de.txt,4e5fa38ada4c4d7a68679c8db3534d39bc3bccd0f14c80cec3a8b6b32629c838,495ed33106d9e4bb1fbfd201309219df00a2a7be91fe1e1ea34f51cbf5a1d3cc,e3c-de-full-246-google-tllm-v1-EN105223-495ed33106d9,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,768,957
EN105551,en,de,EN105551.source.en.txt,EN105551.translation.de.txt,81f6aaa294e4fb5a0a49854d729f9226538b2b1ab200f0a63f6ae4d9f9a521ac,7ae2e0ff65c88efce0cded5bf04ed455ec5b911de2cd375831a0566d6a890d9e,e3c-de-full-246-google-tllm-v1-EN105551-7ae2e0ff65c8,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,779,898
EN105832,en,de,EN105832.source.en.txt,EN105832.translation.de.txt,6190efdf31fd74dda4ade83935c138b845cd4f4cf42447c840be1f0452ab30e3,85d52e93124d1ff911f012cfbdc6353d1736a71eeb1a47f89e075cafb5d61e37,e3c-de-full-246-google-tllm-v1-EN105832-85d52e93124d,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1493,1944
EN106156,en,de,EN106156.source.en.txt,EN106156.translation.de.txt,83146cc94952b053e9e5ad554f4771ec494a7aed7bb20e805aea628d511f7da5,23ac850ee6f3be86c61a8d6247398cd9d771916d5451cb127a741c0c8d90098f,e3c-de-full-246-google-tllm-v1-EN106156-23ac850ee6f3,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,734,825
EN106233,en,de,EN106233.source.en.txt,EN106233.translation.de.txt,227b50f2289856c8a51f5fdcfbfbf185e14013ffaa980674139e83a691f4c55d,c56b1bdc7abfd326c79e93e27bc540073f37863906158509b63316fb438cca33,e3c-de-full-246-google-tllm-v1-EN106233-c56b1bdc7abf,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,872,1144
EN106489,en,de,EN106489.source.en.txt,EN106489.translation.de.txt,d9faff1c6a40346a7ba9105a35375e0ad13f1b96174094c86556077210b659d5,43a50386c9772a34310533b6e34eb40d99778a789b73020c7da878e4983ecb17,e3c-de-full-246-google-tllm-v1-EN106489-43a50386c977,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,969,1021
EN106841,en,de,EN106841.source.en.txt,EN106841.translation.de.txt,b0277a3133c79e628d0a8681e7d89c1cddac3dc01cc163fcd84a5fca732973c7,370922cfcc0785ce21e8d094921db11a9c78bca201be16102ca67101007b269b,e3c-de-full-246-google-tllm-v1-EN106841-370922cfcc07,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,742,961
EN107021,en,de,EN107021.source.en.txt,EN107021.translation.de.txt,b5981fe746e991857f944886fc7405f9be07478dee7d02ef9201fccff1604f61,c383383bcfd0e6d06083624e9410a60368ccd4ccbe9d850ca9c5f3ffe6bfa997,e3c-de-full-246-google-tllm-v1-EN107021-c383383bcfd0,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1083,1353
EN107405,en,de,EN107405.source.en.txt,EN107405.translation.de.txt,647b863bc7bfb9c1ce96ce7228a7a60b8bed68966d85d7fdb14835abeccded4c,975e2e978dad9c7e27d17189d7cbfb0a41a803bca6f4ba65395a503bbb65e985,e3c-de-full-246-google-tllm-v1-EN107405-975e2e978dad,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2093,2088
EN107423,en,de,EN107423.source.en.txt,EN107423.translation.de.txt,14a95cc80022faa3c8e2cf61eca04b96be369ad189d88f66fc87eafcae66cbb5,36334d77b9a616dcb1758146963b92294832d20884c6add4c526d9e79e1c6576,e3c-de-full-246-google-tllm-v1-EN107423-36334d77b9a6,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,598,742
EN107424,en,de,EN107424.source.en.txt,EN107424.translation.de.txt,f09d5589884a40beb01e2e0a41240c5bea3990efa3c5450cab15c2be7350dcc5,33745aa3d8189a4a6555edb688fea74d3f2ce50412631d8df208234547c80a41,e3c-de-full-246-google-tllm-v1-EN107424-33745aa3d818,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,707,795
EN107465,en,de,EN107465.source.en.txt,EN107465.translation.de.txt,abc5aae568b2267e3ad13aa2f06c04877371c9dba1d0b7f8206941cb9cedc412,b3a530f852403a9061e98ac483269f8665f56373de411bc872bce30db8d0c1fe,e3c-de-full-246-google-tllm-v1-EN107465-b3a530f85240,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1280,1398
EN107559,en,de,EN107559.source.en.txt,EN107559.translation.de.txt,031c4fbc35366ccd717be1dd8c9d4b69023ace88895e4ed12f771c676559642e,b5ce290aa95ca102a70d4a48235bc8bcb2c89398f64b0fbefab0c51b889af4cd,e3c-de-full-246-google-tllm-v1-EN107559-b5ce290aa95c,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,721,897
EN108055,en,de,EN108055.source.en.txt,EN108055.translation.de.txt,1199784e5861a6c6ac292923f06c887ed23fa1403c45d2d41933d20869c8a3c8,0ecc8ea8999d1d725f93a67298d2c6938f732331060a493dff0fee8b16bccc3e,e3c-de-full-246-google-tllm-v1-EN108055-0ecc8ea8999d,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,797,952
EN108139,en,de,EN108139.source.en.txt,EN108139.translation.de.txt,a0d82b94cc894517b66e648636a37f4ffc9835960055466c3cd4a4fe77f037b5,8148e2be0332ea7dff26d75a202288f6a8d2017de02af3728757a5021da0b4ac,e3c-de-full-246-google-tllm-v1-EN108139-8148e2be0332,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1649,1935
EN108254,en,de,EN108254.source.en.txt,EN108254.translation.de.txt,60d02964037934fa941f2a7362ac80971a2b98ce08a72fadf5e72d0000a71414,bbe14bfc856fed7626f8de8a6e0566cf4e0171aecddc44ecf0a56a38b56ed3b3,e3c-de-full-246-google-tllm-v1-EN108254-bbe14bfc856f,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1915,2341
EN108798,en,de,EN108798.source.en.txt,EN108798.translation.de.txt,3cf4a1cbf264e2f06119a7c420e06355a504f255b22a3064815cf4b5beaccf69,7c5a746452a56b3650823e2673168d4f5ce693182c3ccf2752e07d010bdc7715,e3c-de-full-246-google-tllm-v1-EN108798-7c5a746452a5,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,823,932
ES100001,es,de,ES100001.source.es.txt,ES100001.translation.de.txt,eb5d877b0f20dde4b274de969d323e6703e8a9c90103530444e939ee23313233,3f536e61d8e29fe9d1d36b5fec8c1c87ba61870bf4f9117be3d694e7a9697a38,e3c-de-full-246-google-tllm-v1-ES100001-3f536e61d8e2,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,802,1032
ES100002,es,de,ES100002.source.es.txt,ES100002.translation.de.txt,55534d1da9e99dcee5e1a46a59478d9a7d6413659dcfcf0d78258b9d4b28e4c9,32ed0f26ebd4a5e435ac1edd9b198bdb0a5f04f62dd60568eef4bdc0f75de30d,e3c-de-full-246-google-tllm-v1-ES100002-32ed0f26ebd4,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2226,2334
ES100030,es,de,ES100030.source.es.txt,ES100030.translation.de.txt,c840b419b27e69dd174136384362096e917d0f649f7eefffb626d7d573d701e2,55980caee7e284f1993a53609baf36e5bd470548454d3bbff96b971fa2adca72,e3c-de-full-246-google-tllm-v1-ES100030-55980caee7e2,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1000,1021
ES100042,es,de,ES100042.source.es.txt,ES100042.translation.de.txt,dbddd892c0a59cc68d54b50c336b9439ceef409714613a9e980224056cf8ff81,1a3e179dad711c81ffdbdf52e621c3e996bf0523bde84d926dfd83be44fcc480,e3c-de-full-246-google-tllm-v1-ES100042-1a3e179dad71,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3360,3605
ES100050,es,de,ES100050.source.es.txt,ES100050.translation.de.txt,3b2e6d10fc3b1579bc597a0b090d6c9132c7360e793029c58bf94af3db4a8784,e65e2d7605443faba0c27cafa71a1a3d44e8980cb7629dbf67c273dd8ac67930,e3c-de-full-246-google-tllm-v1-ES100050-e65e2d760544,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1126,1192
ES100051,es,de,ES100051.source.es.txt,ES100051.translation.de.txt,4fa3a0cdfb3d75c6fea9d6a522a511aba45d26b59cc24b228525400699ea92c2,b6427ae9fa28cc21d4f03e5109a2be3738dfda49bd0c6881c85a631703a9292c,e3c-de-full-246-google-tllm-v1-ES100051-b6427ae9fa28,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,919,1035
ES100063,es,de,ES100063.source.es.txt,ES100063.translation.de.txt,6ef917ea076ae27d76a70742df4ffc357d0f2ba16a479ca50d7fb598a6977dbd,077c528a0993335314a80bf16c213de2ba29d7d1ebfae350443b9a86a822c484,e3c-de-full-246-google-tllm-v1-ES100063-077c528a0993,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3405,3771
ES100064,es,de,ES100064.source.es.txt,ES100064.translation.de.txt,064c6b08379e6c6f2b4fe2f2783e961ece232402783d1e156be93141a421b976,1d118f9671ae3b2d45ccb7d584d99cd2fd796820ccab194356c4b96fb1fbcf82,e3c-de-full-246-google-tllm-v1-ES100064-1d118f9671ae,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3371,3845
ES100079,es,de,ES100079.source.es.txt,ES100079.translation.de.txt,c763f1a1d837a267f3b78252b794c3a4765cc47d0d30e1daff0a09bca7fdf277,825ba595c26d808d7797c76fe529597eacb5a2450f3324efab00a8deb02f1a30,e3c-de-full-246-google-tllm-v1-ES100079-825ba595c26d,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3456,3682
ES100091,es,de,ES100091.source.es.txt,ES100091.translation.de.txt,d6aa6913556acdc4ef79a912c8d6bf24b2174eeb2a9fac4f26a4c4b5bbc91af5,ec388a2a89ea6de4258ea80492390be95316118dcc9f24274467a3e3468ddc3b,e3c-de-full-246-google-tllm-v1-ES100091-ec388a2a89ea,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2112,2685
ES100098,es,de,ES100098.source.es.txt,ES100098.translation.de.txt,18f7983e8facea511198238ae12d0f25f53d12f4453e2e97d4680a0d1777ab08,7c4039bfd06aacea14191a202d19090606deecaaaaa2ecf3a67308721f99e3ba,e3c-de-full-246-google-tllm-v1-ES100098-7c4039bfd06a,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3332,3421
ES100112,es,de,ES100112.source.es.txt,ES100112.translation.de.txt,a95ae1923b45ceaa42a9a7837a1b70c191c61f5ce7dd9bd60f5ac47e80899aff,2195e7827e755e39927f2f362a30a78539380730c1b5b7ce3d2211aa35af6c68,e3c-de-full-246-google-tllm-v1-ES100112-2195e7827e75,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3351,3932
ES100143,es,de,ES100143.source.es.txt,ES100143.translation.de.txt,5d6173041c8aca636f363b2c7c478a33c2888ff8d391a61c2e8d0583eb780e56,8e811729f7637783445fe2663df4b0ef68f6abcdcc736d3845ecfd6e33755984,e3c-de-full-246-google-tllm-v1-ES100143-8e811729f763,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,821,901
ES100163,es,de,ES100163.source.es.txt,ES100163.translation.de.txt,b84e8c0e49c554556c4e795f14fc63893f8863c2fccc524c990543decc657c22,b0a707fa4009ace0e2522570bf60d1e9818a7f6b343c56febce1aedb4aa1b0ad,e3c-de-full-246-google-tllm-v1-ES100163-b0a707fa4009,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1077,1277
ES100177,es,de,ES100177.source.es.txt,ES100177.translation.de.txt,9a0d7c834624d264691efe091f62b5717b5e27ef32541b6d7b7df299007060db,98be9244b705423e1ab6a51acb6c116f48e12d56a4024092891d17de127d3a50,e3c-de-full-246-google-tllm-v1-ES100177-98be9244b705,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,977,1030
ES100178,es,de,ES100178.source.es.txt,ES100178.translation.de.txt,f61f4650ec1c5fa95a8e775fe5102209bce974968fba436999a0aa5fcb7bfd31,ada5716f6b36900d6e3d5a778cb5184da1be11b9e2aa2a4b9c93c5e4bb460d74,e3c-de-full-246-google-tllm-v1-ES100178-ada5716f6b36,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,774,1017
ES100182,es,de,ES100182.source.es.txt,ES100182.translation.de.txt,2341f4b6e1fcdb9a9cb87a9401bf0a7ab1c208fb76244972b574c64a34535159,ed46b71175ecc4d229a6781937a729f0fc496efe898a5b60a0ccb8555168af27,e3c-de-full-246-google-tllm-v1-ES100182-ed46b71175ec,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,807,880
ES100214,es,de,ES100214.source.es.txt,ES100214.translation.de.txt,266df6cb1c5f678a0245e8357b3acc4724951fdd6817928f7f7affa33bb4df7b,9f478e19ac8c64926401408a9a2beeb2772ebf8bb0a524b9fa4b65b86d8a9aa9,e3c-de-full-246-google-tllm-v1-ES100214-9f478e19ac8c,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1875,2229
ES100259,es,de,ES100259.source.es.txt,ES100259.translation.de.txt,4f7bebeedf931baa26366a9ddc9dcd35913855c3cf4e331e0cabd942de13d071,b1f29b720cb40f93beb334d449c8b753476241410d6e584f95d94f75c504ed05,e3c-de-full-246-google-tllm-v1-ES100259-b1f29b720cb4,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2100,2382
ES100273,es,de,ES100273.source.es.txt,ES100273.translation.de.txt,aca3ff065065e3d5bd0ec05aaac794a8bc2e71ec02f25c723d2ed6150d3de120,bc6459c86ef84b6ebb955c36ff743002301b5dc541648e5cac74b7490a62da57,e3c-de-full-246-google-tllm-v1-ES100273-bc6459c86ef8,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,896,1280
ES100278,es,de,ES100278.source.es.txt,ES100278.translation.de.txt,363c42ce946acb41864fdb5441bb389e67b7deb5b05bd5e35331ce25f6c90e7a,8f26bb60c4cca72a487cb98916b6227a395ed6ec1a42bdd9ff05b4509784d385,e3c-de-full-246-google-tllm-v1-ES100278-8f26bb60c4cc,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3156,3329
ES100280,es,de,ES100280.source.es.txt,ES100280.translation.de.txt,a5b7d332ee60b433eb850f86479b97aaa94bc195ec85c3726189d609b887f81b,fcee205e435296e308c00c4e4bcee41a2a6d773a3f2aefd72340985ad1355301,e3c-de-full-246-google-tllm-v1-ES100280-fcee205e4352,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,838,1118
ES100284,es,de,ES100284.source.es.txt,ES100284.translation.de.txt,574bc57051fae98e0d3c6efc9871e2d07ea0b83c762a30e7c1a0d91d5d75ca43,89a9b0d27d52e88e08c6ec0a5fe71c66d1bf925e5838a93b2c1b042cfbd0d0e2,e3c-de-full-246-google-tllm-v1-ES100284-89a9b0d27d52,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1829,1963
ES100304,es,de,ES100304.source.es.txt,ES100304.translation.de.txt,fcfb3315425935da4b57446683168b8a9752040a8d0be2a36dc6e196a80f7240,8b033a0540f9374227efbc976d534815f80a5d95ff480cfcbb16238b1059c8d4,e3c-de-full-246-google-tllm-v1-ES100304-8b033a0540f9,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3119,3446
ES100310,es,de,ES100310.source.es.txt,ES100310.translation.de.txt,ff6256fa05c048f58e24298c0829bbce71c04efaa672e975cd7f83f860cbc888,7419504ee1b9d0616a5e3acd0e68ebc34e156406403f6bfb2111dc6942f670d0,e3c-de-full-246-google-tllm-v1-ES100310-7419504ee1b9,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,645,857
ES100320,es,de,ES100320.source.es.txt,ES100320.translation.de.txt,ebce3014975898c13d3fa9cedf9d791b0b8fee7aa7f01123b6200b6ef4e29764,6bca1efc81440908b1608a1a1df729a2b03e60e650fac3e99be95879dc139d61,e3c-de-full-246-google-tllm-v1-ES100320-6bca1efc8144,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3851,4422
ES100363,es,de,ES100363.source.es.txt,ES100363.translation.de.txt,e33bc3faf300fbbdf80e45c20d95262a9b499ebd8d2e82d95db7c43609b1bdc4,d3e1d733c273dbc6422367e34a818bc56131a722e298cee01fdb61e4f0c24a92,e3c-de-full-246-google-tllm-v1-ES100363-d3e1d733c273,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3079,3632
ES100410,es,de,ES100410.source.es.txt,ES100410.translation.de.txt,937b13afc92e3ea9d5eff6b31937be91c262546213abc369ffa92fcff0ce8f11,58094cbad7620c9fe4f23fbbb4105f88cfa3bc47dea2ca844291d5d9ad3e96d1,e3c-de-full-246-google-tllm-v1-ES100410-58094cbad762,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2011,2303
ES100412,es,de,ES100412.source.es.txt,ES100412.translation.de.txt,29b3ebcb09102a461a6a590cccf4e722529545a44cfbc037b4ef9ac467b2fce1,3d4bcc9ff9a43d650d2263679971a7d511fcf1106bd6a80c720981238d263a64,e3c-de-full-246-google-tllm-v1-ES100412-3d4bcc9ff9a4,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2132,2268
ES100417,es,de,ES100417.source.es.txt,ES100417.translation.de.txt,6b45f918cd5a613cce1b7243591bd266827008b5db83a7cc810d3b064ad09728,d72dde66dc672be1ac3a71706140db96d90bfc7b00b3e31e24fc3d9322aac17b,e3c-de-full-246-google-tllm-v1-ES100417-d72dde66dc67,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3333,3870
ES100420,es,de,ES100420.source.es.txt,ES100420.translation.de.txt,c460060e3c4ed17c39a80a82ea13eb4409883efade011a17d42cb47b61861a9e,aa7d633b177b117ec9449a2abc9860e5d05722dab98c4ce89fdd5bdf7ba0a0b1,e3c-de-full-246-google-tllm-v1-ES100420-aa7d633b177b,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1850,2243
ES100423,es,de,ES100423.source.es.txt,ES100423.translation.de.txt,72e55a60201cfeef9c40d8ec0988c97d297c6177c74f75d309830c06b6dfd903,e8f1e7130f90be1ce5cfe7e53167c9782b7aa4140c86b21ad482dca8130c7ff5,e3c-de-full-246-google-tllm-v1-ES100423-e8f1e7130f90,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1998,2430
ES100445,es,de,ES100445.source.es.txt,ES100445.translation.de.txt,25bf544fd9aec1030d0e621c0f9148a614c23bf453eb5ab5f17e89868ffc6f92,57f0dca5c473aefa78cd0c9ad4c19d675d4a367ac6a7e2c57acbe6e104b4d6a2,e3c-de-full-246-google-tllm-v1-ES100445-57f0dca5c473,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1008,1095
ES100447,es,de,ES100447.source.es.txt,ES100447.translation.de.txt,7da7db6471ba9023496d4303b368303c434ecf2816e6a7229452759b85dd4adb,3fdb408b2e9d14f9b2eae1f431c49e45ed58768a159d5ebd86a12d73be04357e,e3c-de-full-246-google-tllm-v1-ES100447-3fdb408b2e9d,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1921,2123
ES100513,es,de,ES100513.source.es.txt,ES100513.translation.de.txt,cfadbeb462e546941375fa3e41d90b053d6aee74abb0aa97abfa0e65f3c42006,a647e29f47c8fc9f5eef34d017f126d484c17eb5aa34f3072092eb6b2ee87017,e3c-de-full-246-google-tllm-v1-ES100513-a647e29f47c8,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,664,746
ES100519,es,de,ES100519.source.es.txt,ES100519.translation.de.txt,ddf1dc262f69fbd9c1d48870bb8eee8bf4ac75dc92e211194d6dd77aedd945a5,2df5143e4fdf9b95263f43a825f76987a47e6b9f0cb60b4cef91fc7d15372f78,e3c-de-full-246-google-tllm-v1-ES100519-2df5143e4fdf,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3578,3838
ES100521,es,de,ES100521.source.es.txt,ES100521.translation.de.txt,00d466a3fd6eced2f7bbfc59da85e918185665c54e1572b50b9b65a45ab1e55d,7a534a956c4a25ba364dc3ba88ee3e0eea68ca0409c0e535da9656355987c5b0,e3c-de-full-246-google-tllm-v1-ES100521-7a534a956c4a,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3596,4266
ES100526,es,de,ES100526.source.es.txt,ES100526.translation.de.txt,0107656a1f2bac05a28c36345e23d3c7d62b7b0fb523053677349eb1e8a6b46c,a603a55fcd7ceb30ff9e69247fba407782149882fda2e511b420755904dfdf80,e3c-de-full-246-google-tllm-v1-ES100526-a603a55fcd7c,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1966,2200
ES100552,es,de,ES100552.source.es.txt,ES100552.translation.de.txt,e264ca9d413faea00e63bad18c6a6fd9f02295631f68701a7ff41cfa854f6032,b2d2e124051ebce1d511d62939a8c40a39dd71db0decfc8581d6bbdbade1af7b,e3c-de-full-246-google-tllm-v1-ES100552-b2d2e124051e,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2061,2071
ES100561,es,de,ES100561.source.es.txt,ES100561.translation.de.txt,6fa5e50025fa0a0627b936bc568a7c32a4fc80fabf397cb792e11ba23995bc5f,5fea24ab8704b4c451ef9bb9afc96d1182f1adf83561b5ed2a84c51b5a9a32c1,e3c-de-full-246-google-tllm-v1-ES100561-5fea24ab8704,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3082,3441
ES100569,es,de,ES100569.source.es.txt,ES100569.translation.de.txt,25fd097a93cffe8bf189445819eb280b3b43734b520935457451520cf0773d8c,631880804300e1db80e4c3cd8f625073368f794b3a678520f6a2f5f7b8b47597,e3c-de-full-246-google-tllm-v1-ES100569-631880804300,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1055,1179
ES100571,es,de,ES100571.source.es.txt,ES100571.translation.de.txt,31078842a33e5de8d54af2f06181abe638adc0161542215af0d4509a003c03c9,f33b74a8bb6445c978c63b7f3cd45840393400fd82c3be07e65ee12fd1e7076b,e3c-de-full-246-google-tllm-v1-ES100571-f33b74a8bb64,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3605,4341
